Name,Operator,Type,Status,Completed,Year,State,Region,Cost,Miles,Capacity,Diameter,Pipeline,Authority,Docket
CEGT Line J Expansion,Centerpoint Energy Gas Transmission,Expansion,Completed,12/1/02,2002,AR,Southwest, 8 ,, 105 ,,Interstate,FERC,CP02-80
Tenneco Stagecoach Lateral,Tennessee Gas Pipeline Co,Lateral,Completed,6/23/02,2002,"NY,PA",Northeast, 87 , 24 ,487,"30,24",Interstate,FERC,CP00-65
TETCO Hanging Rock Lateral,Texas Eastern Transmission,Lateral,Completed,12/1/02,2002,OH,Northeast, 15 , 10 , 289 ,24,Interstate,FERC,CP02-45
TETCO TIME Expansion (Incremental Market Area Expansion),Texas Eastern Transmission,Expansion,Completed,12/1/02,2002,"WV,NJ",Northeast, 75 , 36 , 100 ,36,Interstate,FERC,CP02-32
Gulfstream Pipeline Phase 1,Gulfstream Natural Gas System,New Pipeline,Completed,6/15/02,2002,"MS,AL,GM,FL",Southeast," 1,257 ", 560 ," 1,130 ","36,30",Interstate,FERC,CP00-06
GS Gulfstream Interconnect,Gulf South Pipeline,Expansion,Completed,11/1/02,2002,AL,Southeast,, 29 , 236 ,"30,24",Interstate,FERC,CP02-407
Missouri Interstate Gas Pipeline,Missouri Interstate Gas LLC,Conversion,Completed,12/15/02,2002,"IL,MO","Midwest,Central", 13 , 6 , 20 ,12,Interstate,FERC,CP02-399
Guardian Pipeline Project,Guardian Pipeline Co,New Pipeline,Completed,12/8/02,2002,"IL,WI",Midwest, 238 , 142 , 750 ,"36,16",Interstate,FERC,CP00-36
Eagle Pass Export Crossing,Tidelands Oil & Gas Corp,Expansion,Completed,10/1/03,2002,"TX,MX","Southwest,Mexico", 2 , 5 , 15 ,12,Interstate,FERC,CP02-67
Trailblazer 2002 System Expansion,Trailblazer Pipeline Co,Expansion,Completed,5/10/02,2002,"CO,KS,NE",Central, 59 ,, 324 ,36,Interstate,FERC,CP01-54
CIG Raton Basin 2002 Expansion,Colorado Interstate Gas Co,Expansion,Completed,12/15/02,2002,"CO,OK","Central,Southwest", 22 , 54 , 47 ,"16,20",Interstate,FERC,CP02-06
Transco Leidy East Expansion,Transcontinental Gas Pipeline,Expansion,Completed,6/1/02,2002,"PA,NJ,NY",Northeast, 128 , 31 , 126 ,42,Interstate,FERC,CP01-389
Transco MarketLink Phase II,Transcontinental Gas Pipeline,Expansion,Completed,5/1/02,2002,"NJ,NY",Northeast, 120 , 30 , 127 ,42,Interstate,FERC,CP98-540
NWPL Gray Harbor,Northwest Pipeline Co,Lateral,Completed,11/30/02,2002,WA,Western, 124 , 49 , 160 ,20,Interstate,FERC,CP01-361
Questar Southern Trails Pipeline,Questar Pipeline,Conversion,Completed,7/1/02,2002,"NM,AZ,CA","Southwest,Western", 100 , 405 , 87 ,16,Interstate,FERC,CP99-163
SoCal Adelanto Lateral,Southern California Gas Co,Expansion,Completed,2/1/02,2002,CA,Western, 40 , 32 , 200 ,30,Intrastate,State,na
TW Bloomfield Station 02 Expansion,Transwestern Pipeline Co,Expansion,Completed,6/1/02,2002,NM,Southwest, 0 ,, 10 ,,Interstate,FERC,CP02-134
NNG Beatrice Station Expansion,Northern Natural Gas Co,Expansion,Completed,12/15/02,2002,"NE,IA,MN","Central,Midwest", 0 ,, 90 ,24,Interstate,FERC,CP02-139
MichCon Renaissance Line,Michigan Consolidated PL Co,Lateral,Completed,1/31/02,2002,MI,Midwest,, 9 , 110 ,20,Intrastate,State,na
PG&E Redwood Path,Pacific Gas and Electric Co,Expansion,Completed,10/1/02,2002,CA,Western, 40 , 14 , 180 ,42,Intrastate,State,na
NGPL East St Louis Extension,Nat Gas P L Co of America,Expansion,Completed,9/1/02,2002,IL,Midwest, 37 , 47 , 300 ,24,Interstate,FERC,na
SONATSouth Sys Expansion I Phase 1,Southern Natural Gas Co,Expansion,Completed,6/1/02,2002,"MS,AL,GA",Southeast, 54 , 39 , 140 ,"36,24",Interstate,FERC,CP00-233
North Baja Pipeline Proj (US Portion),North Baja Pipeline LLC,New Pipeline,Completed,10/1/02,2002,"AZ,CA,MX","Western,Mexico", 156 , 80 , 500 ,"36,30",Interstate,FERC,CP01-22/24/25
Transco Sundance Expansion,Transcontinental Gas Pipeline,Lateral,Completed,5/1/02,2002,"LA,AL,GA,SC,NC,VA","Southwest,Northeast", 135 , 38 , 230 ,"42,48",Interstate,FERC,CP00-165
TPL 2002 Sys Expansion Phase I,Tuscarora Pipeline Co,Lateral,Completed,11/20/02,2002,"OR,CA,NV",Western, 36 , 11 , 54 ,16,Interstate,FERC,CP01-153
Tenneco Rhode Island Lateral Expansion,Tennessee Gas Pipeline Co,Lateral,Completed,9/1/02,2002,RI,Northeast, 14 ,, 100 ,12,Interstate,FERC,CP01-404
Decatur Power Lateral,MidCoast Pipeline Co,Lateral,Completed,6/1/02,2002,AL,Southeast, 23 , 50 , 160 ,30,Intrastate,State,na
Petal Gas Storage Extension,Petal Gas Storage LLC,Lateral,Completed,7/1/02,2002,MS,Southeast, 94 , 59 , 680 ,36,Interstate,FERC,CP01-69
NGPL Indian Basin Expansion,Nat Gas P L Co of America,Expansion,Completed,1/31/02,2002,NM,Southwest, 1 ,, 60 ,20,Interstate,FERC,na
KMNT FPL Energy Plant,North Texas Pipeline Co,Lateral,Completed,10/1/02,2002,TX,Southwest, 70 , 86 , 300 ,30,Intrastate,State,na
TW Red Rock Expansion,Transwestern Pipeline Co,Expansion,Completed,6/17/02,2002,"NM,AZ,CA","Southwest,Western", 93 ,, 120 ,30,Interstate,FERC,CP01-115
FGT Phase V Stages 1-2,Florida Gas Trans Co,Expansion,Completed,4/1/02,2002,"MS,AL,FL",Southeast, 320 , 64 , 298 ,"24,36,16",Interstate,FERC,CP00-40
El Paso Ductos De Nogales Project,El Paso Natural Gas,Lateral,Completed,2/26/02,2002,"AZ,MX","Western,Mexico", 0 , 1 , 9 ,"16,6",Interstate,FERC,CP01-41
Eastern Shore 2002 Expansion,Eastern Shore Natural Gas,Expansion,Completed,12/15/02,2002,"PA,MD,DE",Northeast, 3 , 3 , 5 ,16,Interstate,FERC,CP02-76
El Paso Line 2000 Project,El Paso Natural Gas,Conversion,Completed,12/20/02,2002,"TX,NM,AZ,CA","Southwest,Western", 204 ," 1,088 ", 230 ,30,Interstate,FERC,CP00-422
El Paso Pinnacle West Lateral,El Paso Natural Gas,Lateral,Completed,7/1/02,2002,AZ,Western, 6 , 6 , 620 ,"26,24,20",Interstate,FERC,CP01-90
El Paso Samalayuca Expansion,El Paso Natural Gas,Expansion,Completed,6/1/02,2002,"TX,MX","Southwest,Mexico",,, 100 ,24,Interstate,FERC,CP93-253-004
CGT Ohio 2002 Expansion,Columbia Gas Transmission,Expansion,Completed,7/1/02,2002,OH,Northeast, 11 ,, 140 ,,Interstate,FERC,CP01-70
KR Mainline 2002 System Expansion,Kern River Gas Transmission,Expansion,Completed,7/1/02,2002,"WY,UT,NV,CA","Central,Western", 80 ,,,36,Interstate,FERC,CP01-31
Eastern North Carolina Sys,Eastern North Carolina PL Co,New Pipeline,Completed,8/1/02,2002,NC,Southeast, 12 , 72 , 72 ,"12,6",Intrastate,State,na
FGT Phase V Stage 3,Florida Gas Trans Co,Lateral,Completed,12/1/02,2002,FL,Southeast, 13 , 15 , 180 ,24,Interstate,FERC,CP00-40
Dominion Possum Point Lateral,Dominion Transmission,Lateral,Completed,11/1/02,2002,VA,Northeast, 22 , 14 , 300 ,20,Intrastate,State,na
PG&E-NW 2002 Expansion,Gas Transmission Northwest Co,Expansion,Completed,11/1/02,2002,"BC,OR,ID,CA","Canada,Western", 129 , 21 ,207,42,Interstate,FERC,CP01-141
CIG Valley Line Expansion,Colorado Interstate Gas Co,Expansion,Completed,12/1/02,2002,CO,Central, 72 , 119 ,282,"20,24",Interstate,FERC,CP01-45
KR Kramer Junction Interconnect,Kern River Gas Transmission,Expansion,Completed,4/1/02,2002,CA,Western, 2 ,,500,20,Interstate,FERC,CP02-15
ETenn Murray Project,East Tennessee Nat Gas Co,Expansion,Completed,9/1/02,2002,"TN,GA",Southeast, 69 , 27 , 160 ,20,Interstate,FERC,CP01-80
KR Moapa Lateral,Kern River Gas Transmission,Lateral,Completed,11/1/02,2002,NV,Western, 4 , 4 , 219 ,16,Interstate,FERC,CP01-380
KR High Desert Lateral,Kern River Gas Transmission,Lateral,Completed,9/1/02,2002,CA,Western, 29 , 32 , 275 ,24,Interstate,FERC,CP01-405
Algonquin ANP Electric Lateral,Algonquin Gas Transmission,Lateral,Completed,4/1/01,2001,MA,Northeast, 5 , 1 , 107 ,14,Interstate,FERC,CP98-100
NB Project 2000 IL-IN Segment,Northern Border Pipeline,Expansion,Completed,10/1/01,2001,"IL,IN",Midwest, 94 , 34 , 544 ,30,Interstate,FERC,CP99-21
NB Project 2000 MT-IA Segment,Northern Border Pipeline,Expansion,Completed,10/1/01,2001,"SK,ND,SD,IA,MN,IA","Canada,Central", 1 ,, 1 ,"42,36",Interstate,FERC,CP99-21
SoCal 2001 Expansion,Southern California Gas Co,Expansion,Completed,12/31/01,2001,CA,Western, 15 ,, 175 ,,Intrastate,State,na
DEFS Carney-Kingfisher Line,Duke Energy Field Services,Lateral,Completed,1/23/01,2001,OK,Southwest, 10 , 42 , 60 ,12,Intrastate,State,na
Semco Southern Plant Line,Semco Energy Co,Lateral,Completed,11/1/01,2001,MI,Midwest,, 5 , 120 ,,Intrastate,State,na
MidWest PSI Energy Lateral Project 2000 IL-IN Segm,Midwestern Gas Transmission Co,Lateral,Completed,5/31/01,2001,"IL,IN",Midwest, 8 , 9 ,215,20,Interstate,FERC,CP00-444
Ohio Valley Hub Line,Ohio Valley Hub LLC,Lateral,Completed,11/1/01,2001,IN,Midwest,, 9 , 62 ,16,Interstate,FERC,CP01-129
Palmetto Pipeline Project,Palmetto Pipeline Co,New Pipeline,Completed,2/28/01,2001,NC,Southeast, 90 , 82 ,350,30,Intrastate,State,na
Transco Lateral Interconnect,Cove Point LNG Pipeline Co,Lateral,Completed,12/31/01,2001,VA,Northeast, 11 , 2 ," 1,000 ",36,Interstate,FERC,CP01-156
Bay Gas Storage Looping,EnergySouth Gas Co,Lateral,Completed,7/22/01,2001,AL,Southeast,, 11 , 300 ,20,Interstate,FERC,CP02-229
Questar MainLine 104 Expansion,Questar Pipeline,Expansion,Completed,11/30/01,2001,UT,Central, 81 , 76 , 265 ,24,Interstate,FERC,CP00-68
KR Mainline 2001 System Expansion,Kern River Gas Transmission,Expansion,Completed,7/1/01,2001,"WY,UT,NV,CA","Central,Western", 81 , 922 , 135 ,36,Interstate,FERC,CP01-106
NNG Line C&D Line Expansion,Northern Natural Gas Co,Lateral,Completed,10/19/01,2001,MN,Midwest, 8 , 6 , 40 ,30,Interstate,FERC,CP98-132
Trans-Union Interstate Pipeline Proj,Trans-Union Pipeline Co,New Pipeline,Completed,10/30/01,2001,"LA,AR",Southwest, 45 , 42 , 427 ,30,Interstate,FERC,CP00-47
Bay Gas Storage Extension,EnergySouth Gas Co,Lateral,Completed,7/22/01,2001,AL,Southeast,, 18 , 200 ,24,Intrastate,State,na
CGT Vicksburg Lateral,Columbia Gas Transmission,Lateral,Completed,9/1/01,2001,"LA,MS","Southwest,Southeast", 20 , 37 , 285 ,20,Interstate,FERC,CP01-28
CNG Capstone Project,Dominion Transmission,Expansion,Completed,11/1/01,2001,"PA,NY",Northeast, 64 , 14 ,,30,Interstate,FERC,CP00-64
Algonquin Fore River Electric Lateral,Algonquin Gas Transmission,Lateral,Completed,12/15/01,2001,MA,Northeast, 32 , 1 , 140 ,24,Interstate,FERC,CP00-34
NNG Peak Day 2000 V,Northern Natural Gas Co,Expansion,Completed,7/15/01,2001,MN,Midwest, 2 , 15 , 20 ,16,Interstate,FERC,CP97-25
ANR Wisconsin Expansion IIB,ANR Pipeline,Expansion,Completed,12/15/01,2001,"IL,WI",Midwest, 6 ,, 40 ,46,Interstate,FERC,CP99-241
Algonquin/TETCO Lambertville Upgrade,Algonquin Gas Transmission,Expansion,Completed,10/1/01,2001,NJ,Northeast, 7 ,, 135 ,"30,26",Interstate,FERC,CP01-111
NCPL Sandhills Pipeline Project,Progress Energy Corp,New Pipeline,Completed,3/1/01,2001,NC,Southeast, 100 , 84 , 300 ,30,Intrastate,State,na
El Paso Willcox Lateral,El Paso Natural Gas,Expansion,Completed,9/1/01,2001,"AZ,MX","Western,Mexico", 30 , 68 , 130 ,"20,16",Interstate,FERC,CP99-322/323
ETenn Gateway Project,East Tennessee Nat Gas Co,Expansion,Completed,10/30/01,2001,VA,Northeast, 2 ,, 4 ,12,Interstate,FERC,CP01-92
Lodi Storage Field Lateral,Lodi Storage Inc,Lateral,Completed,11/1/01,2001,CA,Western, 12 , 33 , 500 ,24,Intrastate,State,na
NB Project 2000 IA-IL Segment,Northern Border Pipeline,Expansion,Completed,10/1/01,2001,"IA,IL","Central,Midwest", 33 ,, 195 ,30,Interstate,FERC,CP99-21
ETenn Rocky Top Expansion,East Tennessee Nat Gas Co,Expansion,Completed,10/30/01,2001,VA,Northeast, 21 , 41 , 35 ,12,Interstate,FERC,CP00-51
TETCO Liberty Expansion,Texas Eastern Transmission,Lateral,Completed,9/30/01,2001,PA,Northeast, 22 , 5 ,82,12,Interstate,FERC,CP00-404
VNG Saltville Link P-25 Line,Virginia Gas Co,Lateral,Completed,6/30/01,2001,VA,Northeast, 15 , 72 , 30 ,20,Intrastate,State,na
Maritimes & Northeast 2001 Expansion,Maritimes & Northeast Pipeline,Expansion,Completed,11/15/01,2001,"NB,ME","Canada,Northeast",,, 40 ,36,Interstate,FERC,CP01-154
Williams Blackwell-Cotton Valley Expansion,Williams Gas Pipelines Central,Lateral,Completed,11/1/01,2001,"KS,MO",Central, 20 , 37 , 55 ,"20,16",Interstate,FERC,CP99-576
Williams Pleasant Hill Expansion,Williams Gas Pipelines Central,Expansion,Completed,5/29/01,2001,"KS,MO",Central,, 2 , 88 ,24,Interstate,FERC,CP00-82
WIG Medicine Bow Loop Expansion,Wyoming Interstate Gas Co,Expansion,Completed,12/1/01,2001,"WY,CO",Central, 160 , 155 , 675 ,36,Interstate,FERC,CP00-471
Transco MarketLink Phase I,Transcontinental Gas Pipeline,Expansion,Completed,12/1/01,2001,"PA,NJ,NY",Northeast, 123 , 30 , 162 ,42,Interstate,FERC,CP98-540
CIG Raton Basin Expansion,Colorado Interstate Gas Co,Expansion,Completed,10/1/01,2001,"CO,TX,OK,NM,TX","Central,Southwest", 56 , 70 , 83 ,20,Interstate,FERC,CP00-452
CIG Front Range Expansion,Colorado Interstate Gas Co,Expansion,Completed,10/1/01,2001,CO,Central, 58 , 53 ,87,24,Interstate,FERC,CP01-1
CIG Parachute Lateral Expansion,Colorado Interstate Gas Co,Lateral,Completed,9/1/01,2001,CO,Central, 30 ,, 58 ,,Interstate,FERC,na
DEFS Goldsby-Mustang Line,Duke Energy Field Services,Lateral,Completed,6/1/01,2001,OK,Southwest, 3 ,, 26 ,12,Intrastate,State,na
Chinook Export,Chinook Pipeline Co,Expansion,Completed,1/15/01,2001,"MT,SK","Central,Canada", 2 , 16 , 15 ,6,Interstate,FERC,CP01-19
Intrastate PL Link II,Tengasco Pipeline Co,New Pipeline,Completed,4/1/01,2001,TN,Southeast, 6 , 30 , 25 ,8,Intrastate,State,na
FGT Phase IV Project,Florida Gas Trans Co,Expansion,Completed,5/1/01,2001,"AL,FL",Southeast, 262 , 139 , 200 ,"30,36",Interstate,FERC,CP99-94
Eastern Shore 2001 Expansion,Eastern Shore Natural Gas,Expansion,Completed,11/15/01,2001,"DE,MD",Northeast, 12 , 6 , 19 ,16,Interstate,FERC,CP01-65
Tenneco Eastern Express 2000 Zone 6,Tennessee Gas Pipeline Co,Expansion,Completed,5/1/01,2001,"MA,NY,CT",Northeast, 28 ,, 288 ,,Interstate,FERC,CP99-262
Tenneco Concord Lateral Expansion,Tennessee Gas Pipeline Co,Lateral,Completed,8/15/01,2001,"MA,NH",Northeast, 32 , 19 , 126 ,20,Interstate,FERC,CP00-48
Hill-Lake Gas Storage Line,Falcon Gas Storage PL,Lateral,Completed,11/1/01,2001,TX,Southwest, 7 , 16 , 300 ,20,Intrastate,State,na
SONATSouth GA Expansion,Southern Natural Gas Co,Expansion,Completed,10/18/01,2001,"AL,GA",Southeast, 6 , 7 , 17 ,16,Interstate,FERC,CP01-35
FGT AE Cooperative Upgrade,Florida Gas Trans Co,Expansion,Completed,11/8/01,2001,"MS,AL",Southeast, 7 , 0 , 80 ,"30,36",Interstate,FERC,CP00-40
SONAT Wrens Station Expansion,Southern Natural Gas Co,Expansion,Completed,11/15/01,2001,GA,Southeast, 6 ,, 20 ,,Interstate,FERC,CP00-231
Tenneco Texas Deepwater Link,Tennessee Gas Pipeline Co,New Pipeline,Completed,6/1/01,2001,GM,Gulf of Mexico, 15 , 18 , 400 ,20,Interstate,FERC,CP00-441
Viking System Integrity,Viking Gas Transmission Co,Expansion,Completed,10/12/01,2001,"SK,ND,MN","Canada,Midwest", 4 , 6 ,,24,Interstate,FERC,CP01-61
Paiute Carson Lateral Replacement,Paiute Pipeline,Expansion,Completed,11/1/00,2000,NV,Western, 5 , 6 , 11 ,20,Interstate,FERC,CP99-599
Kings Ranch To Border Line,Coral Energy Corp,New Pipeline,Completed,10/23/00,2000,TX,Southwest, 45 , 103 , 300 ,24,Intrastate,State,na
Kings Ranch/Argulles Border Cross,Coral Energy Corp,Expansion,Completed,10/23/00,2000,"TX,MX","Southwest,Mexico", 0 , 0 , 300 ,24,Interstate,FERC,CP99-564
TW Gallup Expansion,Transwestern Pipeline Co,Expansion,Completed,5/1/00,2000,"NM,CA","Southwest,Western", 13 ,, 136 ,30,Interstate,FERC,CP99-522
WIG Medicine Bow 00 Expansion,Wyoming Interstate Gas Co,Expansion,Completed,3/1/00,2000,"WY,CO",Central, 12 , 6 , 120 ,24,Interstate,FERC,CP99-624
TETCO Ironwood Lateral,Texas Eastern Transmission,Lateral,Completed,9/1/00,2000,PA,Northeast, 6 , 4 , 117 ,16,Interstate,FERC,CP99-621
Algonquin Tiverton Electric Expansion,Algonquin Gas Transmission,Lateral,Completed,4/1/00,2000,"CT,RI",Northeast, 14 , 16 , 46 ,30,Interstate,FERC,CP99-46
TETCO Vermillion Lateral,Texas Eastern Transmission,Lateral,Completed,7/1/00,2000,"IL,IN",Midwest, 13 , 14 , 200 ,16,Interstate,FERC,CP00-67
Algonquin Lake Road Lateral,Algonquin Gas Transmission,Lateral,Completed,8/1/00,2000,CT,Northeast, 5 , 2 , 140 ,16,Interstate,FERC,CP99-271
WB Line Section 14 Expansion,Williston Basin Interstate PL,Expansion,Completed,12/1/00,2000,"WY,MT",Central, 6 , 45 , 40 ,12,Interstate,FERC,na
Questar Fidlar Station Expansion,Questar Pipeline,Expansion,Completed,11/1/00,2000,UT,Central, 3 ,, 280 ,,Interstate,FERC,CP00-41
SONAT SSEE III Phase 2,Southern Natural Gas Co,Expansion,Completed,1/15/00,2000,AL,Southeast, 67 , 123 , 75 ,"16,12",Interstate,FERC,CP96-153
Eastern Shore 2000 Expansion,Eastern Shore Natural Gas,Expansion,Completed,11/1/00,2000,"PA,MD,DE",Northeast, 3 , 4 , 7 ,16,Interstate,FERC,CP00-45
Transco SouthCoast Expansion,Transcontinental Gas Pipeline,Expansion,Completed,11/3/00,2000,"AL,GA",Southeast, 108 , 44 , 200 ,"48,42,24",Interstate,FERC,CP99-392
SDG&E Project Vecinos,San Diego Gas & Elec Co,Expansion,Completed,2/1/00,2000,"CA,MX","Western,Mexico", 7 , 5 , 300 ,30,Interstate,FERC,CP93-117
Vector Pipeline (Canada Portion),Vector Pipeline,Expansion,Completed,11/30/00,2000,"MI,ON","Midwest,Canada", 24 , 15 , 720 ,42,Interstate,NEB of Canada,na
Vector Pipeline (U.S. Portion),Vector Pipeline,New Pipeline,Completed,11/30/00,2000,"IL,IN,MI,MI",Midwest, 447 , 329 , 720 ,42,Interstate,FERC,CP98-133/131
NFGS AM-60 Line Upgrade,National Fuel Gas Supply Corp,Expansion,Completed,11/1/00,2000,PA,Northeast, 11 ,, 35 ,20,Interstate,FERC,CP00-91
NGPL Alliance Interconnect,Nat Gas P L Co of America,Expansion,Completed,8/1/00,2000,IL,Midwest, 12 , 1 ," 1,600 ",36,Interstate,FERC,CP99-546
NNG Elk River Looping Expansion,Northern Natural Gas Co,Expansion,Completed,11/1/01,2000,MN,Midwest, 13 , 15 , 23 ,16,Interstate,FERC,CP99-191
NNG Peak Day 2000 IV,Northern Natural Gas Co,Expansion,Completed,11/1/01,2000,MN,Midwest, 1 ,, 21 ,,Interstate,FERC,CP97-25
GLT Security Loop Project Phase III,Great Lakes Gas Trans LTD,Expansion,Completed,10/18/00,2000,MI,Midwest, 11 , 14 ,,12,Interstate,FERC,CP98-143
ANR Wisconsin Expansion Il A,ANR Pipeline,Expansion,Completed,12/15/00,2000,"IL,WI",Midwest, 24 , 12 , 109 ,30,Interstate,FERC,CP99-241
ANR South Marsh Isle Lateral,ANR Pipeline,Lateral,Completed,2/28/00,2000,GM,Gulf of Mexico, 10 , 10 , 225 ,16,Interstate,FERC,CP99-618
Hungry Valley Lateral,Tuscarora Pipeline Co,Lateral,Completed,12/31/00,2000,"OR,CA,NV",Western, 10 , 16 , 10 ,16,Interstate,FERC,CP00-373
ANR LSP Electric Lateral,ANR Pipeline,Lateral,Completed,2/28/00,2000,"MS,TN",Southeast, 0 , 15 , 235 ,20,Interstate,FERC,CP98-801
Alliance Project (US Portion),Alliance Pipeline LP,New Pipeline,Completed,12/1/00,2000,"SK,ND,MN,WI,IL","Canada,Midwest"," 1,305 ", 887 ," 1,325 ",36,Interstate,FERC,CP97-168
CIG Picketwire Expansion,Colorado Interstate Gas Co,Expansion,Completed,11/1/00,2000,CO,Central, 7 , 13 , 34 ,20,Interstate,FERC,na
Alliance Project (Import Station),Alliance Pipeline LP,Expansion,Completed,12/1/00,2000,"SK,ND","Canada,Central",, 1 ," 1,600 ",36,Interstate,FERC,CP97-169
TransColorado Dark Canyon PL,TransColorado Pipeline,Expansion,Completed,2/15/99,1999,CO,Central, 4 , 5 , 157 ,22,Interstate,FERC,CP99-05
TransColorado Pipeline (Northern),TransColorado Pipeline,Expansion,Completed,2/15/99,1999,CO,Central, 240 , 266 , 300 ,22,Interstate,FERC,CP90-1777
NFGS Ellisburg to Leidy Expansion,National Fuel Gas Supply Corp,Expansion,Completed,9/1/99,1999,PA,Northeast, 0 ,, 59 ,,Interstate,FERC,CP99-160
CGT Mainline Expansion,Columbia Gas Transmission,Expansion,Completed,11/1/99,1999,"LA,MS,TN,KY","Southwest,Southeast", 38 ,, 307 ,"36,30",Interstate,FERC,CP98-596
CNG Empire Interconnect,Empire Pipeline,Expansion,Completed,12/15/99,1999,NY,Northeast, 2 , 2 , 100 ,12,Interstate,FERC,na
Tenneco Reynosa/Pemex Export,Tennessee Gas Pipeline Co,Expansion,Completed,9/15/99,1999,"TX,MX","Southwest,Mexico", 15 , 10 , 215 ,24,Interstate,FERC,CP98-28
WIG Medicine Bow Lateral,Wyoming Interstate Gas Co,Expansion,Completed,11/25/99,1999,"WY,CO",Central, 78 , 149 , 275 ,24,Interstate,FERC,CP99-102
Tenneco LSP Electric Lateral,Tennessee Gas Pipeline Co,Lateral,Completed,12/1/99,1999,MS,Southeast, 0 , 3 , 216 ,,Interstate,FERC,CP98-770
Transco Pine Needle LNG Link,Transcontinental Gas Pipeline,Lateral,Completed,5/1/99,1999,NC,Southeast, 1 , 1 , 400 ,"20,10",Interstate,FERC,CP96-134
WB Portal Expansion (Import Station),Williston Basin Interstate PL,Expansion,Completed,11/10/99,1999,"SK,ND","Canada,Central",,, 18 ,,Interstate,FERC,CP92-741
CGT Market Expansion III,Columbia Gas Transmission,Lateral,Completed,11/1/99,1999,"PA,MD,VA,WV,VA",Northeast, 20 , 379 , 108 ,,Interstate,FERC,CP96-213
Maritimes & Northeast Phase II (ME),Maritimes & Northeast Pipeline,New Pipeline,Completed,11/1/99,1999,"NK,ME","Canada,Northeast", 611 , 347 , 400 ,"24,16",Interstate,FERC,CP96-809/810
TETCO CNG Lease Expansion,Texas Eastern Transmission,Expansion,Completed,11/1/99,1999,PA,Northeast, 11 , 8 , 49 ,36,Interstate,FERC,CP96-606-001
El Paso Copper Plant Export,El Paso Natural Gas,Expansion,Completed,6/1/99,1999,"AZ,MX","Western,Mexico", 1 , 1 , 78 ,16,Interstate,FERC,CP98-357/359
Viking 1999 Expansion,Viking Gas Transmission Co,Expansion,Completed,11/1/99,1999,"MB,WI,WI","Canada,Midwest", 21 , 45 , 28 ,24,Interstate,FERC,CP98-761
ANR Wisconsin Loop Expansion I,ANR Pipeline,Expansion,Completed,11/1/99,1999,"IL,WI",Midwest, 12 , 12 , 190 ,30,Interstate,FERC,CP97-765
Maritimes & Northeast Veazie Lateral,Maritimes & Northeast Pipeline,Lateral,Completed,11/1/99,1999,ME,Northeast, 6 , 1 , 105 ,12,Interstate,FERC,CP98-797
PNGTS/M&E Phase I,PNGTS/Martimes & Northeast,New Pipeline,Completed,12/24/98,1999,"ME,NH,MA",Northeast, 175 , 100 , 632 ,30,Interstate,FERC,CP97-238
South Mist Storage Link Phase III,Northwest Natural Gas Co,Lateral,Completed,11/1/99,1999,OR,Western, 35 , 29 , 190 ,24,Intrastate,State,na
NNG 1999 Zone EF Expansion,Northern Natural Gas Co,Expansion,Completed,11/1/99,1999,MN,Midwest, 0 , 6 ,50,,Interstate,FERC,CP99-532
PNGTS Portland Pipeline,Portland Natural Gas,New Pipeline,Completed,2/15/99,1999,"QU,ME","Canada,Northeast", 303 , 271 ,178,24,Interstate,FERC,CP96-248/9
Cardinal Pipeline,Transcontinental Gas Pipeline,New Pipeline,Completed,11/1/99,1999,NC,Southeast, 98 , 67 ,263,24,Intrastate,State,na
ANR WI Interconnection,North Shore Gas Co,Expansion,Completed,9/1/99,1999,"IL,WI",Midwest,, 12 , 40 ,10,Interstate,FERC,CP98-196
NWPL Columbia River Gorge Expansion,Northwest Pipeline Co,Expansion,Completed,11/1/99,1999,"OR,WA",Western, 17 ,, 51 ,"26,30",Interstate,FERC,CP98-554
NNG Peak Day 2000 III,Northern Natural Gas Co,Expansion,Completed,11/1/99,1999,MN,Midwest, 1 ,, 31 ,,Interstate,FERC,CP97-25
Montana Power Import,Canadian-Montana Pipeline Co,New Pipeline,Completed,10/28/99,1999,"SK,MT","Canada,Central", 1 , 4 , 10 ,8,Interstate,FERC,CP99-152
Import Expansion,Vermont Gas Sys Inc,Expansion,Completed,11/11/99,1999,"QU,VT","Canada,Northeast", 3 , 190 , 9 ,"16,10",Interstate,FERC,CP97-324
Algonquin DPA Upgrades,Algonquin Gas Transmission,Lateral,Completed,1/1/99,1999,MA,Northeast, 5 , 2 , 32 ,14,Interstate,FERC,CP98-99
WB Billy Creek Compressor Expansion,Williston Basin Interstate PL,Expansion,Completed,12/17/99,1999,WY,Central, 0 ,, 8 ,,Interstate,FERC,CP99-242
Tenneco South Pass 77 Sys Expansion,Tennessee Gas Pipeline Co,Expansion,Completed,7/1/98,1998,"GM,LA","Gulf of Mexico,Southwest", 0 ,, 400 ,"36,26,12",Interstate,FERC,CP98-220
Line-F Expansion,Noram Gas Transmission Co,Expansion,Completed,11/1/98,1998,LA,Southwest, 32 , 90 , 170 ,20,Interstate,FERC,CP97-724
Tenneco /DOMAC,Tennessee Gas Pipeline Co,Expansion,Completed,11/20/98,1998,MA,Northeast, 33 , 8 ,55,20,Interstate,FERC,CP96-164
MIGC Southern Mainline Expansion,MIGC Inc.,Expansion,Completed,11/1/98,1998,WY,Central, 6 ,, 40 ,,Interstate,FERC,CP98-125
