Number,Name,Expiration,Issued,Status,Capacity,Company,Waterway,State
6418,A J ALLEN                          ,7/31/33,1/2/03,Active,8,BURFORD JUDITH A                   ,EAST BRUSH CREEK                   ,CO
3410,WOODS LAKE                         ,1/31/33,2/20/03,Active,45,WOODS LAKE HYDRO CO            (CO),LIME CREEK                         ,CO
1981,STILES                             ,1/31/33,2/26/03,Active,1000,OCONTO ELECTRIC COOP           (WI),OCONTO RIVER                       ,WI
2687,PIT NO. 1                          ,2/28/43,3/19/03,Active,69300,PACIFIC GAS AND ELECTRIC CO      (C,PIT RIVER                          ,CA
2782,RED CREEK                          ,3/31/33,4/11/03,Active,500,PAROWAN CITY CORP              (UT),SOUTH FORK RED CREEK               ,UT
401,MOTTVILLE                          ,9/17/33,4/17/03,Active,1750,INDIANA MICHIGAN POWER CO      (IN),ST JOSEPH RIVER                    ,MI
346,BLANCHARD                          ,8/24/43,5/29/03,Active,18000,"ALLETE, INC                        ",MISSISSIPPI RIVER                  ,MN
1932,LYTLE CREEK                        ,5/31/33,6/25/03,Active,500,SOUTHERN CALIFORNIA EDISON CO  (CA),SANTA ANA RIVER                    ,CA
1933,SANTA ANA RIVER 1 & 3              ,6/30/33,7/8/03,Active,6300,SOUTHERN CALIFORNIA EDISON CO  (CA),SANTA ANA RIVER                    ,CA
1934,MILL CREEK 2/3                     ,6/30/33,7/22/03,Active,3000,SOUTHERN CALIFORNIA EDISON CO  (CA),MOUNTAIN HOME CREEK                ,CA
2365,ANSON                              ,4/30/54,7/25/03,Active,9000,MADISON PAPER INDUSTRIES INC   (ME),KENNEBEC RIVER                     ,ME
2364,ABENAKI                            ,4/30/54,7/25/03,Active,18800,MADISON PAPER INDUSTRIES INC   (ME),KENNEBEC RIVER                     ,ME
2652,BIGFORK                            ,6/30/53,7/25/03,Active,4150,PACIFICORP                     (OR),SWAN RIVER                         ,MT
2110,STEVENS POINT                      ,6/30/33,7/30/03,Active,3840,CONSOLIDATED WATER POWER CO    (WI),WISCONSIN RIVER                    ,WI
2192,BIRON                              ,6/30/33,7/30/03,Active,6232,CONSOLIDATED WATER POWER CO    (WI),WISCONSIN R                        ,WI
7000,NEWTON FALLS                       ,1/31/44,8/13/03,Active,2220,"ERIE BOULEVARD HYDROPOWER, L.P.    ",OSWEGATCHIE RIVER                  ,NY
2161,RHINELANDER                        ,7/31/33,8/20/03,Active,2120,"SPECIALTY PAPERS ACQUISITION, LLC  ",WISCONSIN RIVER                    ,WI
1864,BOND FALLS                         ,7/31/43,8/20/03,Active,12000,UPPER PENINSULA POWER CO       (MI),W BR ONTONAGON R                   ,MI
201,BLIND SLOUGH                       ,11/12/34,8/27/03,Active,2000,PETERSBURG CITY OF             (AK),CRYSTAL CREEK                      ,AK
2699,ANGELS                             ,8/31/33,9/3/03,Active,1400,UTICA WATER & POWER AUTHORITY      ,ANGELS CREEK                       ,CA
11563,UPPER UTICA                        ,8/31/33,9/3/03,Active,0,NORTHERN CALIFORNIA POWER AGNY (CA),SILVER CR                          ,CA
2019,UTICA                              ,8/31/33,9/3/03,Active,4500,UTICA WATER & POWER AUTHORITY      ,SILVER CREEK                       ,CA
1354,CRANE VALLEY                       ,8/31/43,9/16/03,Active,28700,PACIFIC GAS AND ELECTRIC CO      (C,WILLOW CREEK                       ,CA
11797,THREE RIVERS                       ,11/30/36,9/24/03,Active,900,GRANDE POINTE POWER CORPORATION    ,ST. JOSEPH RIVER                   ,MI
3516,HART                               ,9/30/43,10/2/03,Active,320,HART CITY OF                   (MI),SOUTH BRANCH PENTWATER RIVER       ,MI
2941,LITTLE FALLS                       ,9/30/43,10/2/03,Active,1000,S D WARREN CO                  (ME),PRESUMPSCOT RIVER                  ,ME
2897,SACCARAPPA                         ,9/30/43,10/2/03,Active,1350,S D WARREN CO                  (ME),PRESUMPSCOT RIVER                  ,ME
2942,DUNDEE                             ,9/30/43,10/2/03,Active,2400,S D WARREN CO                  (ME),PRESUMPSCOT RIVER                  ,ME
2932,MALLISON FALLS                     ,9/30/43,10/2/03,Active,800,S D WARREN CO                  (ME),PRESUMPSCOT RIVER                  ,ME
2931,GAMBO                              ,9/30/43,10/2/03,Active,1900,S D WARREN CO                  (ME),PRESUMPSCOT RIVER                  ,ME
5334,FORD LAKE                          ,9/30/33,10/9/03,Active,1920,CHARTER TOWNSHIP OF YPSILANTI      ,HURON RIVER                        ,MI
2000,ST. LAWRENCE - FDR                 ,9/30/53,10/23/03,Active,912000,NEW YORK POWER AUTHORITY           ,ST. LAWRENCE RIVER                 ,NY
1273,CENTER CREEK                       ,12/31/34,11/12/03,Active,600,PAROWAN CITY CORP              (UT),CENTER  CREEK (AKA PAROWAN CR)     ,UT
1927,NORTH UMPQUA                       ,10/31/38,11/18/03,Active,194210,PACIFICORP                     (OR),UMPQUA RIVER                       ,OR
2306,CLYDE RIVER                        ,10/31/43,11/21/03,Active,4675,GREAT BAY HYDRO CORP               ,CLYDE RIVER                        ,VT
2964,STURGIS DAM                        ,11/30/36,11/28/03,Active,2720,STURGIS CITY OF                (MI),ST. JOSEPH RIVER                   ,MI
2017,BIG CREEK NO 4                     ,11/30/39,12/4/03,Active,98822,SOUTHERN CALIFORNIA EDISON CO  (CA),SAN JOAQUIN RIVER                  ,CA
11566,DAMARISCOTTA MILLS                 ,11/30/33,12/4/03,Active,460,KEI (MAINE) POWER MGMT (IV) LLC    ,DAMARISCOTTA RIVER                 ,ME
20,BEAR RIVER                         ,11/30/33,12/22/03,Active,77450,PACIFICORP                     (OR),BEAR RIVER                         ,ID
12379,LAKE DOROTHY                       ,11/30/53,12/24/03,Active,14300,ALASKA ELECTRIC LIGHT&POWER CO (AK),LAKE DOROTHY                       ,AK
2142,INDIAN POND                        ,10/31/36,1/14/04,Active,76400,"BROOKFIELD WHITE PINE HYDRO, LLC.  ",KENNEBEC RIVER                     ,ME
2056,ST. ANTHONY FALLS                  ,2/28/34,3/8/04,Active,14245,NORTHERN STATES POWER CO       (MN),MISSISSIPPI RIVER                  ,MN
3090,VAIL                               ,2/28/34,3/11/04,Active,350,LYNDONVILLE VILLAGE OF         (VT),PASSUMPSIC RIVER                   ,VT
2612,FLAGSTAFF STORAGE                  ,2/29/36,3/30/04,Active,0,"BROOKFIELD WHITE PINE HYDRO, LLC.  ",DEAD RIVER                         ,ME
2009,ROANOKE RAPIDS & GASTON            ,2/29/44,3/31/04,Active,329000,VIRGINIA ELECTRIC & POWER CO   (VA),ROANOKE RIVER                      ,VA
11472,BURNHAM                            ,10/31/36,4/7/04,Active,1050,KEI (MAINE) POWER MGMT (II) LLC    ,SEBASTICOOK RIVER                  ,ME
469,WINTON                             ,3/31/44,4/15/04,Active,4000,"ALLETE, INC                        ",KAWISHIWI RIVER                    ,MN
1960,FLAMBEAU                           ,1/31/37,4/15/04,Active,16320,DAIRYLAND POWER COOP           (WI),FLAMBEAU RIVER                     ,WI
2517,DAM NO. 5 HYDRO STATION            ,4/30/34,5/12/04,Active,1210,"PE HYDRO GENERATION, LLC.          ",POTOMAC RIVER                      ,WV
2516,DAM NO. 4 HYDRO STATION            ,4/30/34,5/12/04,Active,1900,"PE HYDRO GENERATION, LLC.          ",POTOMAC RIVER                      ,WV
719,TRINITY                            ,5/31/44,5/27/04,Active,240,TRINITY CONSERVANCY INC        (WA),PHELPS CREEK                       ,WA
7725,BARTON VILLAGE                     ,10/1/43,6/9/04,Active,1400,BARTON VILLAGE INC             (VT),CLYDE RIVER                        ,VT
2576,HOUSATONIC RIVER PROJECT (PS&CON)  ,5/31/44,6/23/04,Active,114900,FIRSTLIGHT HYDRO GENERATING CO.    ,HOUSATONIC RIVER                   ,CT
2493,SNOQUALMIE FALLS                   ,5/31/44,6/29/04,Active,54400,"PUGET SOUND ENERGY, INC.(WA)       ",SNOQUALMIE RIVER                   ,WA
2778,SHOSHONE FALLS                     ,7/31/34,8/4/04,Active,60875,IDAHO POWER CO                 (ID),SNAKE RIVER                        ,ID
2061,LOWER SALMON FALLS                 ,7/31/34,8/4/04,Active,60000,IDAHO POWER CO                 (ID),SNAKE RIVER                        ,ID
2777,UPPER SALMON FALLS                 ,7/31/34,8/4/04,Active,34500,IDAHO POWER CO                 (ID),SNAKE RIVER                        ,ID
2055,C J STRIKE                         ,7/31/34,8/4/04,Active,82800,IDAHO POWER CO                 (ID),Snake River                        ,ID
1975,BLISS                              ,7/31/34,8/4/04,Active,68850,IDAHO POWER CO                 (ID),SNAKE RIVER                        ,ID
2835,RAINBOW FALLS                      ,7/31/44,8/18/04,Active,2640,NEW YORK STATE ELEC & GAS CORP (NY),BLACK BROOK                        ,NY
309,PINEY                              ,8/31/34,9/3/04,Active,29080,BROOKFIELD POWER PINEY & DEEP CREEK,CLARION RIVER                      ,PA
372,LOWER TULE RIVER                   ,8/31/34,9/3/04,Active,2520,SOUTHERN CALIFORNIA EDISON CO  (CA),MIDDLE FORK TULE RIVER             ,CA
11659,FALLS CREEK                        ,9/30/54,10/29/04,Active,800,"ALASKA POWER COMPANY, INC.         ",FALLS CREEK (A.K.A. KAHTAHEENA R.) ,AK
1413,BUFFALO RIVER                      ,10/31/44,11/5/04,Active,250,FALL RIVER RURAL ELEC COOP INC (ID),HENRY'S FORK RIVER                 ,ID
362,FORD                               ,10/31/34,11/18/04,Active,17920,"TWIN CITIES HYDRO, LLC.            ",MISSISSIPPI RIVER                  ,MN
2474,OSWEGO RIVER                       ,10/31/44,11/30/04,Active,18050,"ERIE BOULEVARD HYDROPOWER, L.P.    ",OSWEGO RIVER                       ,NY
2634,STORAGE                            ,11/30/54,12/22/04,Active,0,GREAT LAKES HYDRO AMERICA. LLC.    ,WEST BRANCH PENOBSCOT RIVER        ,ME
2177,MIDDLE CHATTAHOOCHEE               ,12/31/34,12/27/04,Active,129300,GEORGIA POWER CO               (GA),CHATTAHOOCHEE RIVER                ,GA
2720,STURGEON FALLS                     ,12/31/34,1/6/05,Active,5136,NORWAY CITY OF                 (MI),MENOMINEE RIVER                    ,WI
2180,GRANDMOTHER FALLS                  ,12/31/34,1/6/05,Active,3000,PCA HYDRO INC                  (IL),WISCONSIN RIVER                    ,WI
2169,BROOKFIELD SMOKY MOUNTAIN HYDRO    ,2/28/45,1/25/05,Active,377700,BROOKFIELD SMOKY MOUNTAIN HYD LLC  ,LITTLE TENNESSEE RIVER             ,TN
1979,ALEXANDER                          ,2/28/35,3/4/05,Active,4200,WISCONSIN PUBLIC SERVICE CORP  (WI),WISCONSIN RIVER                    ,WI
2574,LOCKWOOD                           ,10/31/36,3/4/05,Active,6915,MERIMIL LTD PARTNERSHIP        (ME),KENNEBEC RIVER                     ,ME
4914,DE PERE                            ,2/28/35,3/10/05,Active,1080,"THILMANY, LLC.                     ",FOX RIVER                          ,WI
2726,UPPER AND LOWER MALAD              ,2/28/35,3/25/05,Active,21770,IDAHO POWER CO                 (ID),MALAD RIVER                        ,ID
2207,MOSINEE                            ,3/31/35,4/7/05,Active,3050,"SPECIALTY PAPERS ACQUISITION, LLC  ",WISCONSIN RIVER                    ,WI
12449,BIG FALLS MILLDAM                  ,3/31/35,4/26/05,Active,350,NESHKORO POWER ASSOCIATES      (WI),LITTLE WOLF RIVER                  ,WI
2697,CEDAR FALLS                        ,4/30/35,5/4/05,Active,6000,NORTHERN STATES POWER CO       (WI),RED CEDAR RIVER                    ,WI
2181,MENOMONIE                          ,4/30/35,5/25/05,Active,5400,NORTHERN STATES POWER CO       (WI),RED CEDAR RIVER                    ,WI
287,DAYTON                             ,5/31/35,6/1/05,Active,3680,"MIDWEST HYDRO, LLC                 ",FOX RIVER                          ,IL
632,LOWER MONROE                       ,1/31/36,6/2/05,Active,250,MONROE CITY CITY OF            (UT),MONROE CREEK                       ,UT
2205,LAMOILLE                           ,5/31/35,6/20/05,Active,21050,GREEN MOUNTAIN POWER CORP      (VT),LAMOILLE RIVER                     ,VT
2030,PELTON ROUND BUTTE                 ,5/31/55,6/21/05,Active,370650,CONFED TRIBES OF WARM SPRINGS RES'N,DESCHUTES RIVER                    ,OR
487,WALLENPAUPACK                      ,6/30/45,7/8/05,Active,44000,"HOLTWOOD,LLC                       ",WALLENPAUPACK CREEK                ,PA
2042,BOX CANYON                         ,6/30/55,7/11/05,Active,72000,PUD NO 1 OF PEND OREILLE CNTY  (WA),PEND OREILLE RIVER                 ,WA
2064,WINTER                             ,7/31/45,8/12/05,Active,600,FLAMBEAU HYDRO LLC.                ,EAST FORK CHIPPEWA RIVER           ,WI
7264,MIDDLE APPLETON DAM                ,7/31/35,8/31/05,Active,1190,"N.E.W. HYDRO, LLC.                 ",LOWER FOX RIVER                    ,WI
289,OHIO FALLS                         ,10/31/45,10/27/05,Active,100656,LOUISVILLE GAS & ELECTRIC CO   (KY),OHIO RIVER                         ,KY
7387,PIERCEFIELD                        ,10/31/45,10/27/05,Active,2700,"ERIE BOULEVARD HYDROPOWER, L.P.    ",RAQUETTE RIVER                     ,NY
2935,ENTERPRISE MILL                    ,10/31/55,11/17/05,Active,1200,"MELAVER/ENTERPRISE MILL, LLC.      ",SAVANNAH RIVER                     ,GA
5044,SIBLEY MILL                        ,10/31/55,11/17/05,Active,2475,AUGUSTA CANAL AUTHORITY            ,SAVANNAH RIVER                     ,GA
2710,ORONO                              ,3/31/48,12/8/05,Active,6518,"BLACK BEAR DEVELOPMENT HOLDINGS,LLC",STILLWATER BRANCH PENOBSCOT RIVER  ,ME
2233,WILLAMETTE FALLS                   ,11/30/35,12/8/05,Active,16680,PORTLAND GENERAL ELECTRIC CO   (OR),WILLAMETTE RIVER                   ,OR
6514,CITY OF MARSHALL                   ,11/30/35,12/22/05,Active,319,MARSHALL CITY OF               (MI),KALAMAZOO RIVER                    ,MI
2738,SARANAC RIVER                      ,4/12/46,1/19/06,Active,38910,NEW YORK STATE ELEC & GAS CORP (NY),SARANAC RIVER                      ,NY
2005,BEARDSLEY/DONNELLS                 ,12/31/46,1/30/06,Active,82500,OAKDALE & SOUTH SAN JOAQUIN IRR DIS,MIDDLE FORK STANISLAUS RIVER       ,CA
620,CHIGNIK                            ,1/31/36,2/8/06,Active,60,"CITY OF CHIGNIK, AK                ",INDIAN CREEK                       ,AK
2067,TULLOCH                            ,12/31/46,2/16/06,Active,24100,OAKDALE & SOUTH SAN JOAQUIN IRR DIS,STANISLAUS RIVER                   ,CA
12451,Lower St. Anthony Falls            ,1/31/56,2/21/06,Active,8980,"SAF HYDROELECTRIC, LLC.            ",MISSISSIPPI RIVER                  ,MN
2118,DONNELLS-CURTIS T. L.              ,12/31/46,3/3/06,Active,0,PACIFIC GAS AND ELECTRIC CO      (C,,CA
382,BOREL                              ,4/30/46,5/17/06,Active,12000,SOUTHERN CALIFORNIA EDISON CO  (CA),KERN RIVER                         ,CA
2586,CONECUH RIVER                      ,5/31/36,6/22/06,Active,8250,"POWERSOUTH ENERGY COOPERATIVE, INC ",CONECUH RIVER                      ,AL
7321,MACOMB                             ,11/30/41,6/23/06,Active,1000,"ERIE BOULEVARD HYDROPOWER, L.P.    ",SALMON RIVER                       ,NY
9185,CLAM RIVER                         ,3/31/37,7/24/06,Active,1200,FLAMBEAU HYDRO LLC.                ,CLAM RIVER                         ,WI
12598,UPPER TURNBULL DROP                ,6/30/56,7/28/06,Active,5300,"TURNBULL HYDRO, LLC.               ",SPRING VALLEY CANAL                ,MT
12597,LOWER TURNBULL DROP                ,6/30/56,7/28/06,Active,7700,"TURNBULL HYDRO, LLC.               ",SPRING VALLEY CANAL                ,MT
2183,MARKHAM FERRY                      ,7/31/36,8/9/06,Active,127500,GRAND RIVER DAM AUTHORITY      (OK),GRAND RIVER                        ,OK
7758,HOLYOKE NUMBER 4                   ,8/31/39,8/15/06,Active,750,HOLYOKE CITY OF                (MA),HOLYOKE CANAL SYSTEM               ,MA
9184,DANBURY DAM                        ,6/9/37,9/5/06,Active,1076,FLAMBEAU HYDRO LLC.                ,YELLOW RIVER                       ,WI
184,EL DORADO                          ,9/30/46,10/18/06,Active,21000,EL DORADO IRRIGATION DISTRICT  (CA),SOUTH FORK OF THE AMERICAN RIVER   ,CA
637,LAKE CHELAN                        ,10/31/56,11/6/06,Active,59200,PUD NO 1 OF CHELAN COUNTY      (WA),LAKE CHELAN                        ,WA
2283,GULF ISLAND - DEER RIPS            ,12/31/48,1/19/07,Active,37232,"BROOKFIELD WHITE PINE HYDRO, LLC.  ",ANDROSCOGGIN RIVER                 ,ME
2539,SCHOOL STREET                      ,1/31/47,2/15/07,Active,38800,"ERIE BOULEVARD HYDROPOWER, L.P.    ",MOHAWK R                           ,NY
2216,ROBERT MOSES-NIAGARA (PS&CON)      ,8/31/57,3/15/07,Active,2755500,NEW YORK POWER AUTHORITY           ,NIAGARA RIVER                      ,NY
459,OSAGE                              ,2/28/47,3/30/07,Active,242590,UNION ELECTRIC CO              (MO),OSAGE                              ,MO
12766,Clay Hill Road Line 66 Transmission,11/30/21,5/15/07,Active,0,GREEN MOUNTAIN POWER CORP      (VT),OTTAUQUECHEE RIVER                 ,VT
1893,MERRIMACK RIVER                    ,4/30/47,5/18/07,Active,29900,PUBLIC SERVICE CO OF NH        (NH),MERRIMACK RIVER                    ,NH
233,"PIT 3, 4, & 5                      ",6/30/43,7/2/07,Active,315210,PACIFIC GAS AND ELECTRIC CO      (C,PIT RIVER                          ,CA
2230,BLUE LAKE                          ,3/31/38,7/10/07,Active,16900,SITKA CITY OF & BOROUGH OF     (AK),SAWMILL CR                         ,AK
1051,SKAGWAY-DEWEY LAKES                ,8/29/37,8/17/07,Active,943,ALASKA POWER & TELEPHONE CO    (WA),SNYDER CREEK                       ,AK
2170,COOPER LAKE                        ,7/31/57,8/24/07,Active,19380,CHUGACH ELECTRIC ASSN INC      (AK),KENAI LAKE                         ,AK
2219,BOULDER CREEK                      ,6/30/40,8/31/07,Active,4300,"GARKANE ENERGY COOPERATIVE, INC.   ",WEST FORK BOULDER CREEK            ,UT
12514,NORWAY-OAKDALE                     ,9/30/37,10/2/07,Active,16400,NORTHERN INDIANA PUBLIC SERVICE CO.,TIPPECANOE RIVER                   ,IN
2301,MYSTIC LAKE                        ,12/31/50,12/17/07,Active,12000,NORTHWESTERN CORPORATION           ,WEST ROSEBUD CREEK                 ,MT
2630,"PROSPECT NOS. 1,2, AND 4           ",3/31/38,4/8/08,Active,41560,PACIFICORP                     (OR),ROGUE RIVER                        ,OR
2114,PRIEST RAPIDS                      ,3/31/52,4/17/08,Active,1410000,PUD NO 2 OF GRANT COUNTY       (WA),COLUMBIA RIVER                     ,WA
925,OTTUMWA                            ,4/30/38,4/30/08,Active,3200,OTTUMWA CITY OF                (IA),DES MOINES RIVER                   ,IA
2237,MORGAN FALLS                       ,2/28/39,5/22/08,Active,16800,GEORGIA POWER CO               (GA),CHATTAHOOCHEE RIVER                ,GA
906,CUSHAW                             ,6/15/38,6/13/08,Active,7500,VIRGINIA ELECTRIC & POWER CO   (VA),JAMES RIVER                        ,VA
12667,MELDAHL                            ,5/21/58,6/25/08,Active,105000,"AMERICAN MUNICIPAL POWER, INC      ",OHIO RIVER                         ,OH
935,MERWIN                             ,5/31/58,6/26/08,Active,136000,PACIFICORP                     (OR),LEWIS RIVER                        ,WA
2111,SWIFT NO. 1                        ,5/31/58,6/26/08,Active,240000,PACIFICORP                     (OR),NORTH FORK LEWIS RIVER             ,WA
2071,YALE                               ,5/31/58,6/26/08,Active,134000,PACIFICORP                     (OR),North Fork Lewis River             ,WA
2213,SWIFT NO 2                         ,5/31/58,6/26/08,Active,66800,PUD NO 1 OF COWLITZ COUNTY     (WA),LEWIS RIVER                        ,WA
11879,Chester Diversion Dam              ,6/30/48,7/23/08,Active,3300,FALL RIVER RURAL ELEC COOP INC (ID),Henry's Fork River                 ,Id
946,HYRUM                              ,7/31/38,8/1/08,Active,400,HYRUM CITY CORP                (UT),BLACKSMITH FORK RIVER              ,UT
2194,BAR MILLS                          ,7/31/48,8/26/08,Active,4000,"BROOKFIELD WHITE PINE HYDRO, LLC.  ",SACO RIVER                         ,ME
2153,SANTA FELICIA                      ,8/31/48,9/12/08,Active,1420,UNITED WATER CONSERVATION DIST (CA),PIRU CREEK                         ,CA
2150,BAKER                              ,9/30/58,10/17/08,Active,170030,"PUGET SOUND ENERGY, INC.(WA)       ",BAKER RIVER                        ,WA
11945,Dorena Lake Dam                    ,9/30/58,10/17/08,Active,7500,"DORENA HYDRO, LLC.                 ",Row River                          ,OR
659,LAKE BLACKSHEAR                    ,10/31/38,11/28/08,Active,15200,CRISP COUNTY POWER COMM        (GA),FLINT RIVER                        ,GA
7528,CANAAN                             ,7/31/39,1/16/09,Active,1100,PUBLIC SERVICE CO OF NH        (NH),CONNECTICUT RIVER                  ,VT
2145,ROCKY REACH                        ,1/31/52,2/19/09,Active,865760,PUD NO 1 OF CHELAN COUNTY      (WA),COLUMBIA RIVER                     ,WA
11475,CARVER FALLS                       ,1/31/39,2/25/09,Active,2251,GREEN MOUNTAIN POWER CORP      (VT),POULTNEY RIVER                     ,VT
178,KERN CANYON                        ,1/31/39,2/25/09,Active,11475,PACIFIC GAS AND ELECTRIC CO      (C,KERN RIVER                         ,CA
11478,SILVER LAKE                        ,1/31/39,2/26/09,Active,2200,GREEN MOUNTAIN POWER CORP      (VT),SUCKER BROOK                       ,VT
11841,WHITMAN LAKE                       ,2/28/59,3/17/09,Active,4600,KETCHIKAN PUBLIC UTILITIES         ,Whitman Creek                      ,Ak
2130,SPRING GAP-STANISLAUS              ,3/31/47,4/24/09,Active,90750,PACIFIC GAS AND ELECTRIC CO      (C,STANISLAUS RIVER                   ,CA
2545,SPOKANE RIVER                      ,5/31/59,6/18/09,Active,146870,AVISTA CORPORATION                 ,SPOKANE RIVER                      ,WA
2801,GLENDALE                           ,10/31/49,8/19/09,Active,1140,LITTLEVILLE POWER CO INC       (MA),HOUSATONIC RIVER                   ,MA
733,OURAY                              ,4/12/40,9/2/09,Active,632,JACOBSON ERIC R                    ,UNCOMPAHGRE RIVER                  ,CO
13301,CULINARY WATER SYSTEM              ,9/30/49,10/9/09,Active,225,"TOWN OF AFTON, WY                  ",CULINARY WATER SUPPY SYSTEM        ,WY
2210,SMITH MOUNTAIN (PS&CON)            ,3/31/39,12/15/09,Active,636000,APPALACHIAN POWER CO           (VA),ROANOKE(STAUNTON) R                ,VA
785,CALKINS BRIDGE                     ,4/10/40,1/15/10,Active,2550,CONSUMERS ENERGY CO           (MI) ,KALAMAZOO RIVER                    ,MI
12589,TACOMA                             ,6/30/50,1/29/10,Active,8000,PUBLIC SERVICE CO OF COLORADO  (CO),CASCADE CREEK                      ,CO
2165,WARRIOR RIVER                      ,2/28/40,3/31/10,Active,211485,ALABAMA POWER CO               (AL),SIPSEY FORK                        ,AL
400,AMES                               ,6/30/50,5/19/10,Active,3500,PUBLIC SERVICE CO OF COLORADO  (CO),SAN MIGUEL RIVER                   ,CO
2281,WOODLEAF KANAKA T. L.              ,5/31/40,6/10/10,Active,0,PACIFIC GAS AND ELECTRIC CO      (C,South Fork Feather River           ,CA
4851,SLY CREEK T. L.                    ,5/31/40,6/10/10,Active,0,PACIFIC GAS AND ELECTRIC CO      (C,South Fork Feather River           ,CA
12107,FLINT CREEK                        ,6/30/50,7/8/10,Active,2000,"GRANITE COUNTY, MT                 ",Flint Creek                        ,MT
6885,CINNAMON RANCH                     ,7/31/40,8/6/10,Active,175,MOSS RICHARD                       ,MIDDLE CREEK                       ,CA
13569,ARROW CANYON CONDUIT ENERGY RECOVER,7/31/50,8/19/10,Active,500,SOUTHERN NEVADA WATER AUTHORITY    ,COYOTE SPRING VALLEY WELL          ,NV
13526,EXPANDED KANSAS RIVER              ,7/31/60,8/19/10,Active,6500,BOWERSOCK MILLS & POWER CO (KS)    ,KANSAS RIVER                       ,KS
2211,MARKLAND                           ,4/30/61,9/7/10,Active,64800,"DUKE ENERGY INDIANA, INC.          ",OHIO RIVER                         ,IN
12628,CEDAR LAKE                         ,9/30/40,10/27/10,Active,800,"NASHUA, CITY OF                (IA)",CEDAR RIVER                        ,IA
2195,CLACKAMAS RIVER                    ,2/28/46,12/21/10,Active,137645,PORTLAND GENERAL ELECTRIC CO   (OR),OAK GROVE FORK OF CLACKAMAS RIVER  ,OR
12555,MAHONING CREEK                     ,2/28/61,3/4/11,Active,6000,"MAHONING CREEK HYDRO COMPANY, LLC. ",MAHONING CREEK                     ,PA
2594,LAKE CREEK                         ,11/30/41,4/14/11,Active,4500,NORTHERN LIGHTS INC            (ID),LAKE CREEK                         ,MT
12576,RED ROCK                           ,3/31/61,4/18/11,Active,36400,WESTERN MINNESOTA MUN PWR AGNY     ,DES MOINES RIVER                   ,IA
12775,SPEARFISH                          ,3/31/41,4/21/11,Active,4000,"CITY OF SPEARFISH, SD              ",SPEARFISH CREEK                    ,SD
2698,EAST FORK                          ,4/30/41,5/4/11,Active,24280,"DUKE ENERGY CAROLINAS, LLC.        ",WOLF CREEK                         ,NC
2686,WEST FORK                          ,4/30/41,5/4/11,Active,19525,"DUKE ENERGY CAROLINAS, LLC.        ",WEST FORK TUCKASEGEE RIVER         ,NC
2677,Badger-Rapide Croche               ,4/30/61,5/18/11,Active,9800,KAUKAUNA CITY OF               (WI),FOX RIVER                          ,WI
13797,OURAY WATER SUPPLY SMALL CONDUIT   ,6/30/51,7/7/11,Active,20,"CITY OF OURAY, CO                  ",WEEHAWKEN SPRING                   ,CO
2621,PACOLET                            ,2/1/52,7/20/11,Active,1900,LOCKHART POWER CO (SC)             ,PACOLET RIVER                      ,SC
2601,BRYSON                             ,6/30/41,7/22/11,Active,980,"DUKE ENERGY CAROLINAS, LLC.        ",OCONALUFTEE RIVER                  ,NC
12632,LAKE LIVINGSTON                    ,7/31/61,8/26/11,Active,24000,"EAST TEXAS ELECTRIC COOP, INC.     ",LAKE LIVINGSTON & TRINITY RIVER    ,TX
2157,HENRY M JACKSON (SULTAN)           ,8/31/56,9/2/11,Active,111800,PUD NO 1 OF SNOHOMISH COUNTY   (WA),SULTAN RIVER                       ,WA
2851,NATURAL DAM                        ,5/1/52,9/6/11,Active,1020,DUNN PAPER                         ,ST. LAWRENCE RIVER                 ,NY
2603,FRANKLIN                           ,8/31/41,9/7/11,Active,1040,"DUKE ENERGY CAROLINAS, LLC.        ",LITTLE TENNESSEE RIVER             ,NC
2619,MISSION                            ,9/30/41,10/25/11,Active,1800,"DUKE ENERGY CAROLINAS, LLC.        ",HIWASSEE RIVER                     ,NC
12492,MINER SHOAL WATERPOWER             ,11/30/41,12/8/11,Active,1200,"HA-BEST, INC.                      ",SOQUE RIVER                        ,GA
13351,MARSEILLES LOCK & DAM              ,11/30/61,12/15/11,Active,10260,MARSEILLES LAND & WATER COMPANY    ,ILLINOIS RIVER                     ,IL
739,CLAYTOR                            ,11/30/41,12/27/11,Active,75000,APPALACHIAN POWER CO           (VA),NEW RIVER                          ,VA
13829,CREASEY                            ,12/31/52,1/5/12,Active,20,DAVID CREASEY                      ,LINCOLN CREEK                      ,ID
2850,EMERYVILLE                         ,5/31/52,1/6/12,Active,3481,HAMPSHIRE PAPER CO INC         (NY),ST. LAWRENCE RIVER                 ,NY
12478,GIBSON DAM                         ,12/31/62,1/12/12,Active,15000,"GIBSON DAM HYDROELECTRIC CO.,LLC   ","NORTH FORK, SUN RIVER              ",MT
12611,ROOSEVELT ISLAND TIDAL ENERGY      ,12/31/22,1/23/12,Active,1050,"VERDANT POWER, LLC.                ",EAST RIVER                         ,NY
12740,FLANNAGAN                          ,12/31/62,1/27/12,Active,1800,JORDAN HYDROELECTRIC L.P.          ,POUND RIVER                        ,VA
2692,NANTAHALA                          ,1/31/42,2/8/12,Active,42000,"DUKE ENERGY CAROLINAS, LLC.        ",WHITE OAK CREEK                    ,NC
